sample_id,filename,filetype,biosample_accession,library_id,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,seq_kit,basecaller,basecaller_version,basecaller_model,modbase_model,generator_facility,generator_contact,path,ntsm_score,n50,total_gbp,coverage,coverage_over_100kb,coverage_over_200kb,coverage_over_300kb,coverage_over_400kb,coverage_over_500kb,coverage_over_1mb,whales,accession,study,bioproject_accession,production,sequencing_chemistry
HG01928,09_16_24_R1041_UL_HPRC_HG01928_1_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN17861660,09_16_24_R1041_UL_HPRC_HG01928_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01928/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_16_24_R1041_UL_HPRC_HG01928_1_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,0.520096,118466,77.42,23.46,13.54,5.74,2.23,0.89,0.39,0.02,59,,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Year1_R10,R1041
HG01928,09_16_24_R1041_UL_HPRC_HG01928_2_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN17861660,09_16_24_R1041_UL_HPRC_HG01928_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01928/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_16_24_R1041_UL_HPRC_HG01928_2_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,0.545265,112711,101.7,30.82,17.03,7.21,2.86,1.16,0.49,0.02,69,,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Year1_R10,R1041
HG01934,12_02_24_R1041_UL_HPRC_HG01934_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237498,12_02_24_R1041_UL_HPRC_HG01934_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01934/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_02_24_R1041_UL_HPRC_HG01934_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.517536,107613,84.27,25.54,13.68,4.96,1.52,0.45,0.16,0.02,51,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01934,12_02_24_R1041_UL_HPRC_HG01934_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237498,12_02_24_R1041_UL_HPRC_HG01934_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01934/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_02_24_R1041_UL_HPRC_HG01934_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.506609,113455,117.4,35.58,19.95,7.7,2.56,0.83,0.32,0.03,81,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01940,11_04_24_R1041_UL_HPRC_HG01940_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37797101,11_04_24_R1041_UL_HPRC_HG01940_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01940_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.467493,93980,68.43,20.74,9.77,2.59,0.5,0.17,0.1,0.03,71,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01940,11_04_24_R1041_UL_HPRC_HG01940_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37797101,11_04_24_R1041_UL_HPRC_HG01940_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01940_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.464224,83007,66.8,20.24,8.48,2.19,0.44,0.15,0.09,0.02,58,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01940,11_18_24_R1041_UL_HPRC_HG01940_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37797101,11_18_24_R1041_UL_HPRC_HG01940_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_18_24_R1041_UL_HPRC_HG01940_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.514468,97752,52.4,15.88,7.76,2.04,0.34,0.09,0.05,0.01,36,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01943,12_02_24_R1041_UL_HPRC_HG01943_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237499,12_02_24_R1041_UL_HPRC_HG01943_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01943/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_02_24_R1041_UL_HPRC_HG01943_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.514047,100449,91.74,27.8,13.96,4.44,1.01,0.22,0.08,0.01,23,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01943,12_02_24_R1041_UL_HPRC_HG01943_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237499,12_02_24_R1041_UL_HPRC_HG01943_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01943/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_02_24_R1041_UL_HPRC_HG01943_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.503262,98638,86.57,26.23,12.95,4.06,0.92,0.21,0.07,0.01,21,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01943,12_09_24_R1041_UL_HPRC_HG01943_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237499,12_09_24_R1041_UL_HPRC_HG01943_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01943/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_09_24_R1041_UL_HPRC_HG01943_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.545162,99053,106.32,32.22,15.97,5.17,1.23,0.3,0.11,0.02,46,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01952,09_16_24_R1041_UL_HPRC_HG01952_2_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN17861661,09_16_24_R1041_UL_HPRC_HG01952_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01952/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_16_24_R1041_UL_HPRC_HG01952_2_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,0.519465,125438,87.62,26.55,16.13,6.87,2.72,1.15,0.52,0.03,75,,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Year1_R10,R1041
HG01952,09_16_24_R1041_UL_HPRC_HG01952_1_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN17861661,09_16_24_R1041_UL_HPRC_HG01952_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01952/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_16_24_R1041_UL_HPRC_HG01952_1_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,0.526063,111711,113.33,34.34,18.93,7.48,2.79,1.14,0.53,0.05,131,,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Year1_R10,R1041
HG01960,11_04_24_R1041_UL_HPRC_HG01960_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37797102,11_04_24_R1041_UL_HPRC_HG01960_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01960/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01960_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.538948,116336,28.32,8.58,4.91,1.77,0.44,0.11,0.04,0.01,20,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01960,11_04_24_R1041_UL_HPRC_HG01960_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37797102,11_04_24_R1041_UL_HPRC_HG01960_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01960/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01960_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.487746,118364,87.25,26.44,15.48,5.48,1.41,0.37,0.15,0.03,86,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01969,11_04_24_R1041_UL_HPRC_HG01969_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37797103,11_04_24_R1041_UL_HPRC_HG01969_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01969_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.486765,100772,81.65,24.74,12.47,3.18,0.55,0.16,0.08,0.02,53,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01969,11_04_24_R1041_UL_HPRC_HG01969_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37797103,11_04_24_R1041_UL_HPRC_HG01969_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01969_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.515802,102082,75.9,23,11.75,3.04,0.5,0.11,0.05,0.01,16,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01975,11_18_24_R1041_UL_HPRC_HG01975_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN33621947,11_18_24_R1041_UL_HPRC_HG01975_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01975/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_18_24_R1041_UL_HPRC_HG01975_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.513714,108082,147.03,44.56,24.13,7.14,1.47,0.28,0.1,0.02,58,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01975,11_18_24_R1041_UL_HPRC_HG01975_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN33621947,11_18_24_R1041_UL_HPRC_HG01975_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01975/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_18_24_R1041_UL_HPRC_HG01975_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.48056,108898,131.2,39.76,21.69,6.48,1.3,0.24,0.08,0.01,37,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG01978,09_16_24_R1041_UL_HPRC_HG01978_2_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN17861662,09_16_24_R1041_UL_HPRC_HG01978_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01978/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_16_24_R1041_UL_HPRC_HG01978_2_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,0.44407,122058,92.06,27.9,16.34,7.4,3.1,1.27,0.55,0.04,104,,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Year1_R10,R1041
HG01978,09_16_24_R1041_UL_HPRC_HG01978_1_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN17861662,09_16_24_R1041_UL_HPRC_HG01978_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01978/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_16_24_R1041_UL_HPRC_HG01978_1_dorado1.0.0_sup5.0.0_5mCG_5hmCG.bam,0.478882,118533,112.44,34.07,19.56,8.68,3.6,1.48,0.63,0.04,113,,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Year1_R10,R1041
HG01981,11_12_24_R1041_UL_HPRC_HG01981_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237500,11_12_24_R1041_UL_HPRC_HG01981_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01981_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.495142,83731,77.64,23.53,9.98,2.81,0.6,0.16,0.08,0.01,35,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01981,11_12_24_R1041_UL_HPRC_HG01981_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237500,11_12_24_R1041_UL_HPRC_HG01981_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01981_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.505924,86678,96.28,29.17,12.65,3.41,0.64,0.12,0.06,0.01,32,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01993,11_12_24_R1041_UL_HPRC_HG01993_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237501,11_12_24_R1041_UL_HPRC_HG01993_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01993/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01993_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.515454,87754,110.56,33.5,14.27,2.46,0.28,0.08,0.05,0.02,41,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01993,11_12_24_R1041_UL_HPRC_HG01993_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237501,11_12_24_R1041_UL_HPRC_HG01993_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01993/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01993_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.528643,89404,119.4,36.18,15.81,2.87,0.35,0.12,0.07,0.02,60,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02004,11_12_24_R1041_UL_HPRC_HG02004_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237502,11_12_24_R1041_UL_HPRC_HG02004_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02004_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.530265,101864,111.24,33.71,17.19,4.37,0.75,0.21,0.13,0.04,88,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02004,11_12_24_R1041_UL_HPRC_HG02004_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237502,11_12_24_R1041_UL_HPRC_HG02004_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02004_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.512833,100482,103.51,31.37,15.77,3.86,0.61,0.15,0.09,0.03,66,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02015,12_09_24_R1041_UL_HPRC_HG02015_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN33621948,12_09_24_R1041_UL_HPRC_HG02015_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02015/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_09_24_R1041_UL_HPRC_HG02015_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.487934,78177,152.89,46.33,17.33,3.09,0.37,0.09,0.05,0.01,21,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG02015,12_09_24_R1041_UL_HPRC_HG02015_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN33621948,12_09_24_R1041_UL_HPRC_HG02015_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02015/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_09_24_R1041_UL_HPRC_HG02015_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.490045,74566,124.6,37.76,13.55,2.49,0.33,0.09,0.05,0.01,19,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year3_R10,R1041
HG02027,05_12_25_R1041_UL_HPRC_HG02027_2_dorado1.0.0_supv5.2.0.bam,bam,SAMN26237503,05_12_25_R1041_UL_HPRC_HG02027_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02027/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/05_12_25_R1041_UL_HPRC_HG02027_2_dorado1.0.0_supv5.2.0.bam,0.542382,109376,29.86,9.05,4.83,2.22,0.92,0.37,0.16,0.02,49,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02027,05_12_25_R1041_UL_HPRC_HG02027_1_dorado1.0.0_supv5.2.0.bam,bam,SAMN26237503,05_12_25_R1041_UL_HPRC_HG02027_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,1.0.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02027/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/05_12_25_R1041_UL_HPRC_HG02027_1_dorado1.0.0_supv5.2.0.bam,0.553482,94926,19.46,5.9,2.84,1.28,0.53,0.21,0.09,0.01,15,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
